latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_t31,frp,daynight,type
51.3433,1.3595,322.9,1,1,2020-07-30,1243,Aqua,MODIS,75,6.03,302,11.2,D,0
51.3522,1.3559,323.1,1,1,2020-07-30,1243,Aqua,MODIS,75,6.03,302.8,11.4,D,0
51.3557,1.0895,347.1,1,1,2020-07-30,1243,Aqua,MODIS,94,6.03,302.5,49.6,D,2
51.3534,1.0751,336.6,1,1,2020-07-30,1243,Aqua,MODIS,87,6.03,302.1,30.4,D,0
51.8406,0.7792,318.8,1,1,2020-07-30,1243,Aqua,MODIS,71,6.03,297.4,10.3,D,0
51.9113,1.1153,319.4,1,1,2020-07-30,1243,Aqua,MODIS,54,6.03,301.1,10.1,D,0
51.9018,0.9959,344.7,1,1,2020-07-30,1243,Aqua,MODIS,93,6.03,301.9,44.5,D,0
51.9107,0.9922,326.9,1,1,2020-07-30,1243,Aqua,MODIS,81,6.03,302.1,16.5,D,0
51.9304,0.9376,333.3,1,1,2020-07-30,1243,Aqua,MODIS,81,6.03,301.1,24.9,D,0
51.9281,0.9231,319.4,1,1,2020-07-30,1243,Aqua,MODIS,73,6.03,300.5,8.3,D,0
52.1287,-0.088,316.9,1.1,1,2020-07-30,1243,Aqua,MODIS,70,6.03,295.9,9.1,D,0
52.2469,0.3395,313.7,1,1,2020-07-30,1243,Aqua,MODIS,55,6.03,298.8,4.8,D,0
51.2357,1.2729,330.7,1,1,2020-07-30,1243,Aqua,MODIS,83,6.03,303.2,21.2,D,0
51.2713,1.3192,326.3,1,1,2020-07-30,1243,Aqua,MODIS,79,6.03,302.6,15.9,D,0
51.5646,-3.7631,312.2,1.4,1.2,2020-07-30,1244,Aqua,MODIS,0,6.03,300.2,12.2,D,2
53.569,-0.6094,300.7,1.7,1.3,2020-08-01,0257,Aqua,MODIS,33,6.03,286.7,12.8,N,2
53.5737,-0.6143,301.1,1.7,1.3,2020-08-01,0257,Aqua,MODIS,37,6.03,286.7,12.5,N,2
51.5687,-3.7654,314.3,1,1,2020-08-02,1128,Terra,MODIS,30,6.03,298.1,8.7,D,2
51.3672,-2.0834,334.4,1,1,2020-08-02,1128,Terra,MODIS,77,6.03,291.6,34.1,D,0
51.5776,-3.7726,301.1,1.1,1.1,2020-08-03,0246,Aqua,MODIS,33,6.03,283.7,7.8,N,2
53.5641,-0.5934,305,1,1,2020-08-03,2144,Terra,MODIS,62,6.03,283.1,9.2,N,2
51.2773,1.1544,326.4,1.1,1,2020-08-04,1116,Terra,MODIS,81,6.03,297.4,19.9,D,0
51.2394,1.2645,313.8,1.1,1,2020-08-04,1116,Terra,MODIS,65,6.03,298.1,6.4,D,0
53.651,-0.2427,312.8,1.1,1,2020-08-05,0233,Aqua,MODIS,80,6.03,277.3,18.3,N,2
50.8582,-0.8026,318,1,1,2020-08-06,1249,Aqua,MODIS,55,6.03,301.6,6.8,D,0
50.874,-1.0958,315,1.1,1,2020-08-06,1249,Aqua,MODIS,58,6.03,298.6,7.3,D,0
53.5638,-0.5987,319.2,1,1,2020-08-06,1250,Aqua,MODIS,63,6.03,294.4,11.8,D,2
53.5701,-0.609,303.9,1.5,1.2,2020-08-06,2215,Terra,MODIS,58,6.03,285.6,11.9,N,2
51.5678,-3.7636,315,1.3,1.1,2020-08-07,1146,Terra,MODIS,0,6.03,299.9,11.9,D,2
51.3752,-0.627,355.2,1.9,1.4,2020-08-07,1332,Aqua,MODIS,97,6.03,307.6,165.1,D,0
53.5682,-0.5978,316.7,1.4,1.2,2020-08-08,1050,Terra,MODIS,43,6.03,298.1,14.6,D,2
51.5681,-3.7568,310.7,1.9,1.3,2020-08-08,1051,Terra,MODIS,0,6.03,294.4,16.2,D,2
51.5641,-3.7636,312.6,1.9,1.3,2020-08-08,1051,Terra,MODIS,0,6.03,295,18.3,D,2
53.5635,-0.6084,315.9,1.1,1.1,2020-08-08,1238,Aqua,MODIS,32,6.03,301.4,8.7,D,2
53.5665,-0.5918,314.7,1.1,1.1,2020-08-08,1238,Aqua,MODIS,45,6.03,298.5,8.2,D,2
54.997,-7.2833,305.9,1,1,2020-08-08,2203,Terra,MODIS,66,6.03,285.3,9.5,N,2
51.5645,-3.7678,304,1.4,1.2,2020-08-09,0209,Aqua,MODIS,25,6.03,289.4,9.4,N,2
51.5681,-3.7639,303.9,1.3,1.1,2020-08-10,0252,Aqua,MODIS,57,6.03,285.8,10.6,N,2
51.5659,-3.7635,300.9,1.9,1.3,2020-08-11,0157,Aqua,MODIS,36,6.03,288.8,13,N,2
51.5694,-3.7552,300.7,1.9,1.3,2020-08-11,0157,Aqua,MODIS,17,6.03,288.7,11.5,N,2
51.9831,-0.4838,317.7,1,1,2020-08-11,1122,Terra,MODIS,59,6.03,298.5,6.9,D,0
51.5656,-3.7659,321.4,1,1,2020-08-11,1122,Terra,MODIS,0,6.03,296.8,15,D,2
51.4645,-1.7475,320.4,1,1,2020-08-11,1308,Aqua,MODIS,62,6.03,305.3,6.7,D,0
51.4627,-1.7622,338.7,1,1,2020-08-11,1308,Aqua,MODIS,87,6.03,306.1,31.1,D,0
51.5689,-3.7693,309.5,1,1,2020-08-12,0240,Aqua,MODIS,77,6.03,289.8,10,N,2
56.0945,-3.2942,307.2,1.5,1.2,2020-08-12,1203,Terra,MODIS,58,6.03,292.2,9.6,D,0
56.0994,-3.3169,305.9,1.5,1.2,2020-08-12,1203,Terra,MODIS,53,6.03,292.6,7.6,D,0
51.1671,-1.5537,318.2,2.6,1.5,2020-08-12,1204,Terra,MODIS,69,6.03,298.9,23.7,D,0
56.0929,-3.3202,310,2.1,1.4,2020-08-12,1214,Aqua,MODIS,66,6.03,291.6,22.6,D,0
56.1011,-3.3006,309.6,1.1,1.1,2020-08-12,2139,Terra,MODIS,78,6.03,283,12.9,N,0
56.098,-3.3177,311.6,1.1,1.1,2020-08-12,2139,Terra,MODIS,83,6.03,283.8,14.5,N,0
52.7223,-2.4392,311.3,1.1,1.1,2020-08-13,1109,Terra,MODIS,60,6.03,292.2,7.5,D,2
53.5655,-0.593,311.6,1.3,1.1,2020-08-17,1232,Aqua,MODIS,61,6.03,290.5,10.9,D,2
53.5619,-0.6114,307.5,1.3,1.1,2020-08-17,1232,Aqua,MODIS,52,6.03,292.5,6.8,D,2
53.5691,-0.59,306.2,1.2,1.1,2020-08-18,0202,Aqua,MODIS,67,6.03,285.2,13,N,2
53.5687,-0.5846,308,1,1,2020-08-20,1115,Terra,MODIS,47,6.03,296.2,4.7,D,2
53.5708,-0.5995,311.1,1,1,2020-08-20,1115,Terra,MODIS,35,6.03,299.3,6.1,D,2
53.4488,-1.3193,307.8,1,1,2020-08-20,1115,Terra,MODIS,54,6.03,296.4,4.4,D,2
51.3718,0.6994,327.5,1,1,2020-08-20,1116,Terra,MODIS,83,6.03,298.8,20.1,D,0
51.3653,0.69,313.7,1,1,2020-08-20,1116,Terra,MODIS,51,6.03,296.9,6.6,D,0
51.3629,0.7045,317.7,1,1,2020-08-20,1116,Terra,MODIS,56,6.03,297.7,9.7,D,0
51.5032,-1.8061,307.3,1,1,2020-08-20,1116,Terra,MODIS,59,6.03,294.5,5.5,D,0
53.4469,-1.3272,308.5,1,1,2020-08-20,1302,Aqua,MODIS,61,6.03,293.6,4.7,D,2
53.5669,-0.6031,311.7,1.1,1,2020-08-20,1302,Aqua,MODIS,51,6.03,300.8,6.4,D,2
52.6444,0.5854,307.1,1,1,2020-08-22,1103,Terra,MODIS,45,6.03,290.4,6.6,D,0
50.9702,-0.1666,308.2,1,1,2020-08-22,1249,Aqua,MODIS,63,6.03,293.4,6.3,D,0
51.8631,-1.1931,307.1,1,1,2020-08-22,1250,Aqua,MODIS,61,6.03,293.6,5.6,D,0
52.1277,-0.8323,313,1,1,2020-08-22,1250,Aqua,MODIS,54,6.03,295.3,8.7,D,0
52.1253,-0.8469,312.8,1,1,2020-08-22,1250,Aqua,MODIS,46,6.03,295,8.4,D,0
52.4755,1.3168,315.6,1,1,2020-08-22,1250,Aqua,MODIS,73,6.03,295.9,8.8,D,0
52.7779,-1.0359,309.4,1,1,2020-08-22,1250,Aqua,MODIS,69,6.03,292.1,7,D,0
53.5694,-0.5964,304.2,1,1,2020-08-23,0221,Aqua,MODIS,59,6.03,285.8,8.2,N,2
53.5654,-0.595,311.5,1.4,1.2,2020-08-24,1050,Terra,MODIS,65,6.03,292.9,14.9,D,2
53.564,-0.5896,308.3,1.1,1.1,2020-08-24,1238,Aqua,MODIS,53,6.03,293.3,7.2,D,2
54.0196,-0.9098,302.2,1.1,1.1,2020-08-24,1238,Aqua,MODIS,50,6.03,289.7,3.9,D,0
54.0166,-0.9265,305,1.1,1.1,2020-08-24,1238,Aqua,MODIS,60,6.03,292.5,6,D,0
51.5687,-3.7679,311.5,1,1,2020-08-28,0240,Aqua,MODIS,83,6.03,284.8,13.8,N,2
51.5622,-3.7646,308.3,1.4,1.2,2020-08-30,1152,Terra,MODIS,0,6.03,294.2,12.1,D,2
53.5691,-0.6022,303.4,1.3,1.1,2020-08-30,2126,Terra,MODIS,55,6.03,280.1,13.2,N,2
51.3215,1.1355,312.5,1,1,2020-08-31,1243,Aqua,MODIS,71,6.03,289.1,9.5,D,0
51.3193,1.1212,314.7,1,1,2020-08-31,1243,Aqua,MODIS,74,6.03,292.8,11.7,D,0
52.7044,0.1935,313.1,1,1,2020-08-31,1244,Aqua,MODIS,69,6.03,290,10.2,D,0
53.5712,-0.5872,307,1,1,2020-09-01,0215,Aqua,MODIS,70,6.03,280.6,12,N,2
53.1665,-0.1177,309.4,1.4,1.2,2020-09-01,1140,Terra,MODIS,61,6.03,291.5,11.3,D,0
53.5671,-0.5851,305.8,1.3,1.1,2020-09-04,0245,Aqua,MODIS,66,6.03,282.2,14.8,N,2
50.4232,-4.0185,305.5,1.1,1,2020-09-05,1302,Aqua,MODIS,57,6.03,290.9,6.7,D,0
53.5663,-0.6007,300.2,1.5,1.2,2020-09-08,2120,Terra,MODIS,21,6.03,288.4,7.8,N,2
53.5646,-0.605,308,1.1,1.1,2020-09-09,1238,Aqua,MODIS,49,6.03,295.4,6.8,D,2
51.5716,-3.771,305.4,1,1,2020-09-09,2202,Terra,MODIS,55,6.03,283.9,8.7,N,2
51.5659,-3.7702,315.5,1,1,2020-09-10,1134,Terra,MODIS,54,6.03,289.5,13,D,2
52.5631,0.4406,311.7,1.1,1,2020-09-12,1121,Terra,MODIS,72,6.03,289.9,10.4,D,0
52.5516,0.4517,308.3,1.1,1,2020-09-12,1121,Terra,MODIS,62,6.03,288.7,7.4,D,0
52.2373,-0.372,305,1,1,2020-09-12,1121,Terra,MODIS,22,6.03,284.8,5.3,D,0
52.2348,-0.3572,307.4,1,1,2020-09-12,1121,Terra,MODIS,46,6.03,283.4,6.9,D,0
51.5663,-3.7649,316.9,1,1,2020-09-12,1122,Terra,MODIS,0,6.03,291.7,13.8,D,2
51.5617,-3.7685,309.5,1,1,2020-09-12,1308,Aqua,MODIS,0,6.03,293.9,7.6,D,2
53.5669,-0.5911,303.6,1.1,1,2020-09-13,2138,Terra,MODIS,56,6.03,287.8,7.7,N,2
53.5644,-0.6065,301.9,1.1,1,2020-09-13,2138,Terra,MODIS,45,6.03,287.1,6.7,N,2
51.575,-3.7728,312,1.2,1.1,2020-09-14,1109,Terra,MODIS,33,6.03,299.8,9.8,D,2
53.5655,-0.5961,323.6,1,1,2020-09-14,1109,Terra,MODIS,76,6.03,298.7,19.4,D,2
51.5634,-3.7583,311.1,1.2,1.1,2020-09-14,1109,Terra,MODIS,0,6.03,299.3,8.4,D,2
50.6884,-2.3107,321.9,1.1,1,2020-09-14,1255,Aqua,MODIS,77,6.03,298.9,16.5,D,0
50.686,-2.3252,309.1,1.1,1,2020-09-14,1255,Aqua,MODIS,52,6.03,298.3,5,D,0
50.6278,-2.5031,309.3,1.1,1,2020-09-14,1255,Aqua,MODIS,48,6.03,299.1,4.5,D,0
50.7096,-2.1808,320.5,1,1,2020-09-14,1255,Aqua,MODIS,75,6.03,298.6,15.2,D,0
51.5764,-3.7806,312.8,1.1,1.1,2020-09-14,1256,Aqua,MODIS,0,6.03,299.8,7.6,D,2
53.7106,-2.7294,314.3,1,1,2020-09-14,1256,Aqua,MODIS,71,6.03,295,9,D,0
51.0046,-2.6074,333.6,1.1,1,2020-09-14,1256,Aqua,MODIS,87,6.03,301.8,31,D,0
52.1774,-2.5899,309.1,1,1,2020-09-14,1256,Aqua,MODIS,59,6.03,298.1,5.7,D,0
53.5738,-0.6024,310.2,1.7,1.3,2020-09-14,2221,Terra,MODIS,80,6.03,286.8,26.1,N,2
53.5719,-0.6284,311.5,1.7,1.3,2020-09-14,2221,Terra,MODIS,83,6.03,286.6,27.8,N,2
53.399,-1.3815,303.4,1,1,2020-09-15,0227,Aqua,MODIS,55,6.03,284.1,8.2,N,2
51.6623,-1.5076,312.5,1.2,1.1,2020-09-16,1243,Aqua,MODIS,66,6.03,296.8,8.3,D,0
51.5705,-3.7712,304.5,1,1,2020-09-16,2208,Terra,MODIS,60,6.03,288.1,7.2,N,2
51.5671,-3.7664,302.1,1.2,1.1,2020-09-17,0215,Aqua,MODIS,46,6.03,286,8.7,N,2
53.566,-0.5977,304.8,1.3,1.1,2020-09-17,1139,Terra,MODIS,46,6.03,293.8,7,D,2
53.0991,-2.4693,302.8,1.2,1.1,2020-09-17,1140,Terra,MODIS,47,6.03,292.1,4,D,2
51.6597,-1.5094,312.4,1.3,1.1,2020-09-17,1140,Terra,MODIS,72,6.03,293.7,13.3,D,0
51.335,-2.33,302.9,1.3,1.1,2020-09-17,1140,Terra,MODIS,48,6.03,292,5.1,D,0
51.5636,-3.768,309,1.2,1.1,2020-09-17,1326,Aqua,MODIS,0,6.03,298.8,9.2,D,2
53.5662,-0.6043,309.2,1.7,1.3,2020-09-17,1327,Aqua,MODIS,65,6.03,296.1,14.6,D,2
54.5455,-1.1202,306.8,1.7,1.3,2020-09-17,1327,Aqua,MODIS,64,6.03,291.7,11.9,D,0
53.5637,-0.5896,304.5,1.3,1.1,2020-09-18,1232,Aqua,MODIS,53,6.03,293,6.7,D,2
53.7106,-0.0982,305.1,1.1,1,2020-09-19,1127,Terra,MODIS,61,6.03,290.1,5.3,D,0
53.681,-1.0715,302.5,1,1,2020-09-19,1127,Terra,MODIS,52,6.03,291.5,3.7,D,0
53.4485,-1.3223,305.9,1,1,2020-09-19,1127,Terra,MODIS,51,6.03,292.8,5.4,D,2
53.5657,-0.5925,308,1.3,1.1,2020-09-19,1315,Aqua,MODIS,57,6.03,290.8,9.9,D,2
53.5638,-0.6118,309.5,1.3,1.1,2020-09-19,1315,Aqua,MODIS,59,6.03,293.4,11.1,D,2
51.5653,-3.7653,300.3,1.1,1.1,2020-09-20,0246,Aqua,MODIS,25,6.03,283.7,7.7,N,2
52.8898,-1.2818,300.3,1.9,1.3,2020-09-20,1219,Aqua,MODIS,29,6.03,288.9,5.4,D,2
53.5653,-0.6078,305.8,1,1,2020-09-21,1115,Terra,MODIS,36,6.03,295.5,4.2,D,2
53.5631,-0.593,311,1,1,2020-09-21,1115,Terra,MODIS,63,6.03,294.1,8.4,D,2
52.8997,1.2957,306.5,1,1,2020-09-21,1115,Terra,MODIS,41,6.03,294.2,4.4,D,0
52.9082,0.8355,306.5,1,1,2020-09-21,1115,Terra,MODIS,41,6.03,295.5,3.9,D,0
52.8001,1.389,312,1,1,2020-09-21,1115,Terra,MODIS,67,6.03,295.3,8.1,D,0
52.7468,1.3655,311,1,1,2020-09-21,1115,Terra,MODIS,64,6.03,296.2,7,D,0
52.5574,0.5677,309.3,1,1,2020-09-21,1115,Terra,MODIS,61,6.03,296.4,6.5,D,0
51.9697,0.378,309.7,1,1,2020-09-21,1115,Terra,MODIS,61,6.03,296.9,4.9,D,0
50.989,0.8808,312,1,1,2020-09-21,1116,Terra,MODIS,66,6.03,299.7,4.7,D,0
53.5615,-0.6076,312.5,1.1,1,2020-09-21,1302,Aqua,MODIS,63,6.03,298.7,8.4,D,2
51.5759,-3.7757,311.1,1,1,2020-09-21,1302,Aqua,MODIS,0,6.03,296.3,7.6,D,2
51.853,-2.6472,310.6,1,1,2020-09-21,1302,Aqua,MODIS,64,6.03,295.3,7.8,D,0
53.5634,-0.592,314.2,1.1,1,2020-09-21,1302,Aqua,MODIS,71,6.03,297.6,10.1,D,2
53.502,-2.6447,310.5,1,1,2020-09-21,1302,Aqua,MODIS,67,6.03,294.8,7.4,D,2
51.5817,-3.7709,300.8,1,1,2020-09-22,0234,Aqua,MODIS,13,6.03,285.6,5.8,N,2
53.5688,-0.6019,308,2,1.4,2020-09-22,1158,Terra,MODIS,53,6.03,293.3,15.8,D,2
52.2558,-2.4581,305.5,1.8,1.3,2020-09-22,1158,Terra,MODIS,53,6.03,292.3,11.6,D,0
52.25,-2.4328,307.4,1.8,1.3,2020-09-22,1158,Terra,MODIS,60,6.03,292.4,14.9,D,0
54.1619,-1.3193,301.7,1.8,1.3,2020-09-22,1158,Terra,MODIS,39,6.03,289.2,4.9,D,0
52.2537,-2.4507,303.8,3,1.7,2020-09-22,1207,Aqua,MODIS,47,6.03,290.6,21.4,D,0
52.2529,-2.4535,305.6,3,1.7,2020-09-22,1207,Aqua,MODIS,55,6.03,290.6,25.5,D,0
53.5635,-0.6012,304.8,2.3,1.5,2020-09-22,1207,Aqua,MODIS,54,6.03,292.8,12.2,D,2
53.5703,-0.5888,302.3,1,1,2020-09-24,0221,Aqua,MODIS,48,6.03,279.9,8.9,N,2
51.5788,-3.7697,306.1,1,1,2020-09-26,1134,Terra,MODIS,46,6.03,290.3,7.9,D,2
52.1429,-0.2726,304.5,1,1,2020-09-28,1121,Terra,MODIS,59,6.03,290.2,6,D,0
53.5638,-0.6158,300.3,1.9,1.4,2020-09-29,1213,Aqua,MODIS,28,6.03,290.1,8.6,D,2
53.5662,-0.6025,306.2,1.3,1.1,2020-10-04,1232,Aqua,MODIS,59,6.03,286.4,11.3,D,2
56.1012,-3.3066,306.1,1,1,2020-10-04,2157,Terra,MODIS,67,6.03,274.5,11.2,N,0
51.5662,-3.7613,303.4,1.1,1,2020-10-07,1116,Terra,MODIS,0,6.03,282.7,7.2,D,2
53.5644,-0.5972,313.1,1.1,1,2020-10-07,1302,Aqua,MODIS,73,6.03,288.2,13.9,D,2
53.5624,-0.6129,300.2,1.1,1,2020-10-07,1302,Aqua,MODIS,30,6.03,288.3,4.6,D,2
51.5705,-3.7661,302.6,1.1,1,2020-10-10,0221,Aqua,MODIS,50,6.03,279,9.7,N,2
53.5655,-0.599,304.3,1,1,2020-10-13,2150,Terra,MODIS,59,6.03,276.5,10.5,N,2
51.5683,-3.7646,308.2,1,1,2020-10-14,1122,Terra,MODIS,0,6.03,288.9,9,D,2
51.5792,-3.7759,306.5,1,1,2020-10-14,1122,Terra,MODIS,35,6.03,287.7,7.6,D,2
51.5657,-3.7608,301.3,1,1,2020-10-15,0240,Aqua,MODIS,40,6.03,279,8.8,N,2
53.5683,-0.603,302.3,1.5,1.2,2020-10-25,2215,Terra,MODIS,48,6.03,277.4,15.5,N,2
53.5688,-0.6041,311,1.1,1.1,2020-10-27,2203,Terra,MODIS,82,6.03,277.8,17.6,N,2
53.5665,-0.5999,306.2,1,1,2020-11-01,1109,Terra,MODIS,63,6.03,284.7,10,D,2
55.6586,-2.097,300.8,1.1,1,2020-11-04,1139,Terra,MODIS,42,6.03,280.5,8.1,D,0
53.568,-0.5996,301.3,1.3,1.1,2020-11-04,1139,Terra,MODIS,40,6.03,281.8,10.4,D,2
51.5695,-3.7654,302.3,1.1,1.1,2020-11-04,1140,Terra,MODIS,39,6.03,284.9,8.6,D,2
51.5662,-3.7683,300.1,1.2,1.1,2020-11-04,1326,Aqua,MODIS,0,6.03,284.7,7.7,D,2
57.1113,-3.1253,302.4,1.3,1.1,2020-11-05,1233,Aqua,MODIS,52,6.03,283.9,9.8,D,0
53.567,-0.599,315.4,1,1,2020-11-05,2156,Terra,MODIS,91,6.03,279.7,19.4,N,2
53.5659,-0.6033,300.8,1.1,1,2020-11-06,1127,Terra,MODIS,37,6.03,279.7,7.7,D,2
51.5641,-3.7692,302.7,1,1,2020-11-06,1128,Terra,MODIS,40,6.03,283.8,8.1,D,2
53.5676,-0.5876,312.7,1.3,1.1,2020-11-07,0245,Aqua,MODIS,85,6.03,277.5,24.2,N,2
55.523,-2.2004,311,1,1,2020-11-10,1250,Aqua,MODIS,71,6.03,282.7,13.1,D,0
53.5666,-0.5895,303.3,1.2,1.1,2020-11-13,1133,Terra,MODIS,52,6.03,282.2,10.4,D,2
57.5811,-4.721,301,1.2,1.1,2020-11-13,1322,Aqua,MODIS,41,6.03,278.3,11.1,D,0
53.5648,-0.5918,310.9,1.3,1.1,2020-11-19,1056,Terra,MODIS,67,6.03,279.1,19.6,D,2
54.3298,-1.6637,319.3,1.1,1,2020-11-19,1244,Aqua,MODIS,79,6.03,279.1,23.8,D,0
53.645,-0.2442,309.7,1,1,2020-11-19,1244,Aqua,MODIS,65,6.03,279.4,13.2,D,2
53.6425,-0.2594,327.6,1,1,2020-11-19,1244,Aqua,MODIS,85,6.03,280.5,30.9,D,2
53.5679,-0.5914,300.4,1.3,1.1,2020-11-23,0245,Aqua,MODIS,27,6.03,274.1,13.4,N,2
53.5735,-0.6186,303.2,1,1,2020-12-01,1121,Terra,MODIS,48,6.03,274.2,9.1,D,2
53.5712,-0.6037,303.6,1,1,2020-12-01,1121,Terra,MODIS,49,6.03,273.9,9.4,D,2
53.5664,-0.5978,300.3,1,1,2020-12-16,2150,Terra,MODIS,25,6.03,277.5,8.2,N,2
53.566,-0.5952,315.5,1,1,2020-12-17,1121,Terra,MODIS,72,6.03,279,18.1,D,2
53.5686,-0.5946,301.6,1.2,1.1,2020-12-31,1133,Terra,MODIS,45,6.03,273.1,12,D,2
51.567,-3.7694,306.3,1,1,2020-12-31,1134,Terra,MODIS,48,6.03,277.2,12,D,2
53.562,-0.5977,303.5,1.3,1.1,2021-01-09,1314,Aqua,MODIS,56,6.03,274.8,14,D,2
56.0019,-3.6851,300.8,1,1,2021-01-12,0232,Aqua,MODIS,34,6.03,271.2,10,N,2
53.5681,-0.599,304.5,1.3,1.1,2021-01-22,1056,Terra,MODIS,51,6.03,276.3,14.5,D,2
53.5656,-0.5938,304.5,1,1,2021-01-24,2156,Terra,MODIS,60,6.03,270.4,12.9,N,2
53.5714,-0.5888,305.9,1.2,1.1,2021-01-25,0202,Aqua,MODIS,66,6.03,269.5,18.1,N,2
51.5685,-3.7663,300.5,1.6,1.2,2021-01-25,0203,Aqua,MODIS,28,6.03,273.1,18.8,N,2
53.5649,-0.6012,312.7,1.3,1.1,2021-01-25,1314,Aqua,MODIS,69,6.03,276.7,23.2,D,2
53.5598,-0.607,305.3,1.5,1.2,2021-02-01,1320,Aqua,MODIS,61,6.03,277.9,18.6,D,2
50.9783,-3.6497,343.9,1,1,2021-02-10,1127,Terra,MODIS,88,6.03,273.9,55.2,D,0
57.2936,-6.4454,354.9,1,1,2021-02-10,1316,Aqua,MODIS,74,6.03,277.7,78.5,D,0
57.4315,-7.282,315.4,1,1,2021-02-10,1316,Aqua,MODIS,60,6.03,274.5,18,D,0
57.4528,-7.3171,314.3,1.6,1.2,2021-02-10,2240,Terra,MODIS,85,6.03,270.9,35.8,N,0
57.4681,-7.302,345.3,1.1,1,2021-02-11,0244,Aqua,MODIS,100,6.03,273.7,62.9,N,0
57.8424,-5.5458,320.7,1.1,1,2021-02-11,2145,Terra,MODIS,95,6.03,271.5,25.8,N,0
57.8367,-5.5224,306.1,1.1,1,2021-02-11,2145,Terra,MODIS,24,6.03,270,13,N,0
57.8495,-5.5038,328.3,1.6,1.3,2021-02-12,0327,Aqua,MODIS,100,6.03,272.1,67.2,N,0
57.8552,-5.5288,320.3,1.6,1.3,2021-02-12,0327,Aqua,MODIS,100,6.03,271.7,48.9,N,0
57.8449,-5.5378,311.1,1.6,1.3,2021-02-12,0327,Aqua,MODIS,73,6.03,269.1,33,N,0
56.0069,-3.687,302.6,1.2,1.1,2021-02-14,2215,Terra,MODIS,50,6.03,274.4,13,N,2
51.5745,-3.7713,318.1,1.1,1,2021-02-15,0221,Aqua,MODIS,96,6.03,276.2,22.9,N,2
53.5686,-0.5979,300,1.1,1,2021-02-20,2137,Terra,MODIS,9,6.03,277.6,7.9,N,2
57.3689,-3.3128,313.8,1.1,1.1,2021-02-22,1150,Terra,MODIS,74,6.03,280.2,19.1,D,0
51.5717,-3.7686,300.9,1.4,1.2,2021-02-22,1151,Terra,MODIS,0,6.03,285.2,11.6,D,2
55.818,-6.3011,302.2,1.4,1.2,2021-02-22,1340,Aqua,MODIS,48,6.03,281.3,13.1,D,0
53.5662,-0.5992,305.1,1.7,1.3,2021-02-25,1043,Terra,MODIS,53,6.03,283.1,19.3,D,2
57.4168,-3.5162,309,1.3,1.1,2021-02-25,1233,Aqua,MODIS,68,6.03,279.8,18.2,D,0
51.5774,-3.773,300.5,1,1,2021-02-25,2155,Terra,MODIS,28,6.03,275.8,9.1,N,2
53.5707,-0.5922,300.1,1.2,1.1,2021-02-26,0202,Aqua,MODIS,16,6.03,274.2,11.6,N,2
56.9159,-2.9225,307.2,1,1,2021-02-26,1125,Terra,MODIS,61,6.03,282,10.8,D,0
57.355,-3.0082,301,1,1,2021-02-26,1125,Terra,MODIS,43,6.03,282.1,7,D,0
56.9827,-2.7988,301,1,1,2021-02-26,1125,Terra,MODIS,44,6.03,281.8,7.6,D,0
53.5707,-0.5974,300.8,1.1,1,2021-02-26,1126,Terra,MODIS,36,6.03,283.5,6.8,D,2
55.7707,-2.4731,308.4,1,1,2021-02-26,1126,Terra,MODIS,67,6.03,280.9,11.5,D,0
51.256,-1.8784,305.6,1.1,1,2021-02-26,1314,Aqua,MODIS,62,6.03,285.3,9,D,0
58.1803,-3.845,305.5,1.2,1.1,2021-02-26,1316,Aqua,MODIS,61,6.03,282.9,11.4,D,0
57.334,-3.3673,300.3,1.2,1.1,2021-02-26,1316,Aqua,MODIS,34,6.03,280.7,8.3,D,0
57.3943,-3.1456,301.9,1.6,1.2,2021-02-27,1208,Terra,MODIS,50,6.03,281.2,14.1,D,0
57.384,-3.1538,301.7,1.6,1.2,2021-02-27,1208,Terra,MODIS,48,6.03,281.1,14,D,0
57.3793,-3.1619,300.5,1.6,1.2,2021-02-27,1220,Aqua,MODIS,38,6.03,281.7,13.6,D,0
53.5684,-0.5961,304.5,1,1,2021-02-28,1114,Terra,MODIS,56,6.03,284.2,8.3,D,2
54.5061,-0.9875,301.8,1,1,2021-02-28,1114,Terra,MODIS,49,6.03,283.2,6.8,D,0
51.565,-3.7667,301.5,1,1,2021-03-01,0233,Aqua,MODIS,42,6.03,277.7,8.2,N,2
57.0139,-2.7691,303,1.3,1.1,2021-03-01,1156,Terra,MODIS,54,6.03,282.7,11.8,D,0
56.7694,-3.0461,300.9,1.3,1.1,2021-03-01,1156,Terra,MODIS,37,6.03,280.8,9.3,D,0
56.8294,-3.0344,301,1,1,2021-03-02,1251,Aqua,MODIS,44,6.03,282.5,6.9,D,0
56.8198,-2.8548,301.5,1,1,2021-03-02,1251,Aqua,MODIS,42,6.03,278.5,7.3,D,0
57.3222,-3.3726,314.2,1,1,2021-03-02,1251,Aqua,MODIS,74,6.03,281.1,16.3,D,0
53.567,-0.5905,304.9,1,1,2021-03-07,1120,Terra,MODIS,57,6.03,281.9,8.4,D,2
54.8999,-2.5464,304.6,1.1,1,2021-03-07,1309,Aqua,MODIS,59,6.03,278.9,10.3,D,0
53.5699,-0.6036,306.7,1,1,2021-03-09,1108,Terra,MODIS,49,6.03,281.7,9.1,D,2
