latitude,longitude,Year,annual_avg_temp,annual_total_precip,annual_avg_wind_speed
52.1743,-3.8031,2020,8.210588,2030.8999,23.778822
52.1791,-3.8133,2020,8.184589,2030.8999,23.778822
52.717,-2.4424,2020,10.509858,836.1,22.429453
50.1644,-5.5757,2020,10.728996,1252.1,28.860682
50.1616,-5.5916,2020,10.618496,1252.1,28.860682
50.166,-5.5829,2020,10.904496,1252.1,28.860682
51.6734,-3.6332,2020,9.640937,2585.6,23.045301
51.826,-3.9095,2020,8.818154,2392.0,22.245136
51.8348,-3.9131,2020,8.499655,2392.0,22.245136
53.567,-0.5923,2020,10.502496,721.8,24.879877
52.7851,-0.1102,2020,11.134138,762.6,24.929916
52.7759,-0.1147,2020,11.134138,762.6,24.929916
52.7932,-1.1209,2020,10.545105,734.1,25.016373
51.7893,-3.6628,2020,9.681627,2608.0,21.7699
52.0991,-1.9195,2020,11.048356,841.69995,23.199842
52.1721,-3.7895,2020,8.646089,2030.8999,23.778822
52.1585,-3.8856,2020,8.39494,1974.2,22.667665
51.9956,-4.8114,2020,10.361267,1565.6001,26.257738
51.8283,-3.8582,2020,9.091154,2392.0,22.245136
51.8261,-3.844,2020,9.2276535,2392.0,22.245136
52.8768,-1.7335,2020,10.445618,801.6,23.598701
51.7805,-3.6663,2020,9.688128,2608.0,21.7699
51.5732,-3.7745,2020,11.412497,1973.1001,27.148827
51.0036,-2.6055,2020,11.550473,941.69995,23.887728
50.6908,-2.3041,2020,11.594854,1048.6,24.080063
53.6784,-1.0742,2020,10.562039,774.0,24.681803
51.5686,-3.767,2020,11.477495,1973.1001,27.148827
50.124,-5.6144,2020,10.945143,1148.0,31.80834
50.1218,-5.6282,2020,10.931463,1064.7,33.949093
51.7589,-3.9372,2020,9.220128,2608.0,21.7699
51.8366,-3.8329,2020,8.006327,2299.1,23.033966
51.8347,-3.8473,2020,8.805155,2392.0,22.245136
51.8328,-3.8619,2020,8.941654,2392.0,22.245136
52.1655,-3.7874,2020,8.347089,2030.8999,23.778822
53.376,-1.294,2020,10.0321665,855.6001,24.084873
54.616,-1.1975,2020,10.152034,853.5,24.75359
51.8285,-3.736,2020,9.058654,2392.0,22.245136
51.8265,-3.7204,2020,8.246826,2299.1,23.033966
51.8193,-3.7391,2020,9.234154,2392.0,22.245136
51.5644,-3.7601,2020,11.405996,1973.1001,27.148827
51.564,-3.765,2020,11.477495,1973.1001,27.148827
51.5613,-3.7652,2020,11.490496,1973.1001,27.148827
50.8448,0.2319,2020,11.727261,959.1,25.97319
53.6598,-2.8524,2020,10.672508,1320.2,26.583035
53.656,-2.8717,2020,10.640007,1320.2,26.583035
53.5659,-0.5932,2020,10.502496,721.8,24.879877
53.0241,0.0704,2020,10.906448,742.0,25.061604
53.0152,0.0664,2020,10.906448,742.0,25.061604
52.7534,0.059,2020,11.1548195,772.7,25.114264
52.7509,0.0741,2020,11.1548195,772.7,25.114264
52.4561,0.0355,2020,11.384113,786.9,24.037289
52.4484,-0.135,2020,11.359522,771.1,24.382002
52.1681,0.2942,2020,11.213171,761.9,24.814602
52.2433,-0.3179,2020,11.281507,778.80005,24.953568
52.1994,-0.2162,2020,11.40414,766.9,24.760426
52.0428,-0.2431,2020,11.143209,758.1,24.610313
51.1162,-0.9791,2020,11.076564,938.5,23.832277
52.1268,-0.8061,2020,10.710486,828.30005,24.202187
51.9255,-0.6072,2020,10.901725,866.4,23.53456
51.8446,-0.7421,2020,11.015271,871.80005,22.712448
51.8422,-0.7275,2020,11.036341,887.0,23.695238
51.6709,-1.0507,2020,11.126697,871.30005,23.92183
51.4156,-0.4789,2020,11.767531,745.8,22.294579
51.7693,-3.6858,2020,9.3960285,2574.5,22.765215
51.2897,-0.8945,2020,11.406711,807.19995,22.504166
51.3073,-1.1185,2020,11.1398735,870.6,23.480013
51.76,-3.6847,2020,9.064529,2574.5,22.765215
51.7668,-3.7023,2020,9.753128,2608.0,21.7699
54.5817,-1.0927,2020,10.270109,846.00006,27.16387
54.5817,-1.0997,2020,10.283109,846.00006,27.16387
53.5681,-0.6021,2020,10.529863,723.1,25.459658
54.5787,-1.1087,2020,10.28961,846.00006,27.16387
54.5801,-1.1002,2020,10.26361,846.00006,27.16387
54.5821,-1.1167,2020,10.302609,846.00006,27.16387
51.572,-3.7671,2020,11.451496,1973.1001,27.148827
51.519,-3.4148,2020,10.905579,1649.3999,25.064125
50.7997,-0.7222,2020,12.115516,926.00006,29.281408
50.8064,-0.7395,2020,12.1090145,926.00006,29.281408
51.3532,-0.6275,2020,11.621873,765.19995,23.89989
51.2773,-2.2078,2020,11.277684,944.5,23.926237
51.3195,-2.2408,2020,11.220834,949.2999,23.366814
51.6318,-2.7407,2020,10.666789,1151.8,24.443104
51.5683,-3.7636,2020,11.392996,1973.1001,27.148827
52.1014,-1.9056,2020,11.175381,810.6,23.648102
53.2336,-3.0304,2020,10.794157,1071.8,23.545269
54.5758,-1.1115,2020,10.276609,846.00006,27.16387
54.574,-1.1265,2020,10.296109,846.00006,27.16387
54.5855,-1.129,2020,10.32861,846.00006,27.16387
54.5875,-1.1026,2020,10.309109,846.00006,27.16387
54.576,-1.1003,2020,10.192109,846.00006,27.16387
54.5813,-1.1136,2020,10.302609,846.00006,27.16387
54.5791,-1.0985,2020,10.244109,846.00006,27.16387
54.5016,-7.0837,2020,8.261198,1381.3,21.618423
51.8298,-3.9529,2020,9.943829,2109.1,22.314615
52.7744,-0.927,2020,10.528886,730.5,25.198133
51.7193,-3.86,2020,10.429691,1978.7,22.68119
51.5633,-3.7592,2020,11.418996,1973.1001,27.148827
51.3179,1.1237,2020,11.752412,799.30005,22.525658
51.3423,1.0984,2020,11.827881,715.4,24.348907
51.1003,0.9867,2020,11.680223,859.80005,26.682095
51.5633,-3.7666,2020,11.4839945,1973.1001,27.148827
51.616,0.7046,2020,11.67037,744.69995,22.70113
51.6137,0.6901,2020,11.59887,744.69995,22.70113
51.8557,0.5056,2020,11.276069,762.2,24.969032
51.883,0.3943,2020,11.086032,775.0,24.874226
51.952,0.5846,2020,11.039936,714.5,24.868912
51.9496,0.5699,2020,11.132177,751.7,24.832085
51.9324,0.4045,2020,11.040531,775.0,24.874226
51.93,0.3898,2020,11.066531,775.0,24.874226
51.9413,0.4007,2020,10.988532,775.0,24.874226
51.9956,-0.001,2020,10.74484,784.2001,25.591019
52.13,0.5276,2020,10.868223,765.19995,25.4371
52.1276,0.5129,2020,10.835723,765.19995,25.4371
52.1658,0.2843,2020,11.323671,761.9,24.814602
52.1585,0.0643,2020,11.47119,743.9,24.711136
52.2848,0.6212,2020,11.214446,766.0,24.273262
52.2824,0.6065,2020,11.227446,766.0,24.273262
52.3057,0.2267,2020,11.466203,767.5,23.851254
52.2741,-0.6907,2020,11.155834,810.6,24.838942
51.8141,-3.7222,2020,9.188655,2392.0,22.245136
52.7052,0.2013,2020,11.263474,788.4,24.721601
52.7027,0.1864,2020,11.263474,788.4,24.721601
52.7452,0.0502,2020,11.148319,772.7,25.114264
53.6908,-2.8717,2020,10.659508,1320.2,26.583035
51.5686,-3.7638,2020,11.464496,1973.1001,27.148827
51.5688,-3.7684,2020,11.4839945,1973.1001,27.148827
51.7476,-3.6987,2020,8.421029,2574.5,22.765215
51.7457,-3.7159,2020,9.259128,2608.0,21.7699
53.5686,-0.5844,2020,10.347863,723.1,25.459658
51.8052,-3.3715,2020,8.930593,2133.2002,24.293459
51.806,-3.3769,2020,8.716092,2133.2002,24.293459
51.812,-3.3988,2020,8.37875,1798.4001,23.375923
51.5634,-3.7505,2020,11.490496,1973.1001,27.148827
52.3248,1.5233,2020,11.145509,694.2001,24.42255
53.7593,-0.672,2020,10.527307,754.4,25.17978
53.7558,-0.6903,2020,10.533806,754.4,25.17978
51.5711,-3.7716,2020,11.477495,1973.1001,27.148827
51.8131,-3.4226,2020,8.5217495,1798.4001,23.375923
53.5781,-1.3106,2020,10.343685,880.4,24.259533
53.5704,-0.5999,2020,10.523363,723.1,25.459658
53.5682,-0.5851,2020,10.347863,723.1,25.459658
52.5899,0.1522,2020,11.319785,796.2,24.659954
52.0097,-1.2581,2020,10.771631,866.6,24.5399
51.6033,-1.151,2020,11.351226,846.4,23.278433
51.6058,-1.4851,2020,11.090502,896.2001,21.9885
51.5019,-1.7973,2020,10.405163,1014.7,24.713354
51.569,-3.7619,2020,11.470995,1973.1001,27.148827
51.7378,-3.5836,2020,9.881437,2585.6,23.045301
50.9298,-3.1406,2020,10.042905,1058.2999,24.927454
51.6021,-1.4886,2020,11.071001,896.2001,21.9885
51.5681,-3.77,2020,11.4839945,1973.1001,27.148827
51.6719,-3.2911,2020,9.905686,1847.0,24.32724
51.7355,-3.5981,2020,9.738436,2585.6,23.045301
51.7888,-4.0204,2020,10.685174,2189.1,22.107761
51.6791,-4.9132,2020,11.276474,1397.8,26.395535
53.099,-2.4674,2020,10.381401,1000.0,22.51291
53.0969,-2.4821,2020,10.374901,1000.0,22.51291
53.5758,-0.6213,2020,10.465044,710.0,24.975325
53.5679,-0.595,2020,10.523363,723.1,25.459658
53.5668,-0.6025,2020,10.516739,697.6,24.795116
55.9553,-4.2659,2020,8.393377,1804.0001,21.500484
53.5672,-0.5864,2020,10.339995,721.8,24.879877
51.6106,-3.1277,2020,9.873858,1487.0,22.5385
51.6233,-3.1295,2020,10.913858,1487.0,22.5385
51.6213,-3.1604,2020,9.886858,1487.0,22.5385
51.6099,-3.1325,2020,9.763358,1487.0,22.5385
51.6226,-3.134,2020,9.821859,1487.0,22.5385
51.6208,-3.1647,2020,9.433052,1764.5,23.297894
53.5625,-0.5991,2020,10.508996,721.8,24.879877
51.6233,-3.1531,2020,9.608552,1764.5,23.297894
54.6562,-7.1069,2020,8.732789,1616.3999,21.617004
54.6388,-7.1256,2020,8.550789,1616.3999,21.617004
54.65,-7.1334,2020,8.628789,1616.3999,21.617004
52.0124,-1.2534,2020,10.706631,866.6,24.5399
53.5713,-0.5996,2020,10.516863,723.1,25.459658
53.5693,-0.5828,2020,10.321863,723.1,25.459658
52.004,-0.9272,2020,10.878226,880.1,23.455065
52.701,-1.4857,2020,10.420924,791.4,25.162008
52.7738,-1.6689,2020,10.671809,761.5,23.881361
52.9109,-1.0499,2020,10.748216,725.39996,25.184381
52.8686,-1.7833,2020,10.36209,862.60004,23.886627
53.5611,-0.5964,2020,10.502496,721.8,24.879877
53.7872,-2.6365,2020,9.951248,1741.2,24.193125
52.0312,-1.1114,2020,10.577487,871.69995,24.747698
52.1314,-0.8305,2020,10.638987,828.30005,24.202187
52.4463,-0.7967,2020,10.390393,804.2,25.25428
52.444,-0.8113,2020,10.409893,804.2,25.25428
52.4475,-1.942,2020,10.257782,920.1,23.248613
52.7748,-1.0255,2020,10.236387,730.5,25.198133
52.7034,-1.4708,2020,10.4274235,791.4,25.162008
55.5593,-4.0949,2020,7.332227,1772.7,23.880123
54.657,-7.1201,2020,8.726289,1616.3999,21.617004
54.6741,-6.0068,2020,9.094199,1318.1,20.434559
53.57,-0.6136,2020,10.491043,710.0,24.975325
57.5872,-4.6833,2020,7.4598703,1444.7,18.856592
57.5869,-4.6885,2020,7.745871,1444.7,18.856592
55.918,-4.2495,2020,8.958877,1804.0001,21.500484
56.4248,-5.0179,2020,8.682052,2898.9,19.110527
56.2231,-3.9316,2020,8.401628,1616.8,18.741295
53.7159,-1.0586,2020,10.54768,789.00006,24.491537
53.569,-0.588,2020,10.438862,723.1,25.459658
53.5409,-2.4439,2020,9.781465,1394.0,23.020107
52.5867,0.2307,2020,11.313285,796.2,24.659954
52.3657,-2.6739,2020,10.20927,861.3,23.205652
53.7914,-2.1138,2020,8.064984,1439.7,25.430136
53.5681,-0.606,2020,10.497544,710.0,24.975325
53.7908,-2.1335,2020,7.5254846,1439.7,25.430136
53.801,-2.136,2020,7.7854853,1439.7,25.430136
57.4025,-4.4115,2020,7.08766,1571.0,19.720404
57.4005,-4.4311,2020,7.5556602,1571.0,19.720404
51.5688,-3.7652,2020,11.4839945,1973.1001,27.148827
52.6588,0.6763,2020,10.773104,864.3,23.896143
52.7181,-2.4544,2020,10.555357,836.1,22.429453
51.6329,-3.6427,2020,9.6412945,2448.7002,23.87459
51.803,-3.313,2020,7.832093,2133.2002,24.293459
55.9469,-4.4169,2020,7.6393776,1804.0001,21.500484
55.9444,-4.4327,2020,7.6068773,1804.0001,21.500484
54.3226,-2.8572,2020,9.512214,2057.1,22.581722
53.5626,-0.599,2020,10.508996,721.8,24.879877
53.2418,-0.4095,2020,10.746809,740.89996,24.622202
53.1427,-0.1501,2020,10.864838,726.6,24.849163
53.1848,-0.4665,2020,10.633172,739.2,24.818956
53.1736,-0.4556,2020,10.659172,739.2,24.818956
53.2271,-1.1477,2020,10.262439,792.2,25.743193
53.1363,-1.3478,2020,9.850034,861.1,25.1976
52.9803,-0.3627,2020,10.996932,728.9,25.427803
53.1275,-1.3515,2020,9.934534,861.1,25.1976
52.9273,-0.0987,2020,11.002495,742.6,24.766937
52.9209,-0.1082,2020,11.002495,742.6,24.766937
52.7764,-0.3221,2020,11.192476,733.5,25.102661
52.774,-0.3072,2020,11.185975,733.5,25.102661
52.7674,-0.3168,2020,11.179476,733.5,25.102661
56.0031,-3.6872,2020,9.549118,1232.0,22.511171
55.9493,-4.4252,2020,7.3143773,1804.0001,21.500484
55.9464,-4.4331,2020,7.3598766,1804.0001,21.500484
51.7996,-3.5346,2020,8.8890295,2574.5,22.765215
52.4449,-0.1267,2020,11.255523,771.1,24.382002
52.2478,-0.5809,2020,10.814559,788.89996,25.136734
51.985,-1.336,2020,10.524631,866.6,24.5399
51.8016,-3.549,2020,8.986529,2574.5,22.765215
51.4164,-1.0028,2020,11.521947,802.69995,21.73293
55.1072,-6.2629,2020,8.128281,1570.4001,22.96811
55.1073,-6.256,2020,7.864015,1395.5,24.520403
51.7975,-3.5566,2020,9.6621275,2608.0,21.7699
51.5003,-1.8,2020,10.411664,1014.7,24.713354
51.5622,-3.7692,2020,11.477495,1973.1001,27.148827
51.7887,-3.5533,2020,9.253029,2574.5,22.765215
51.7995,-3.5424,2020,9.01903,2574.5,22.765215
52.1461,-3.9103,2020,8.024441,1974.2,22.667665
55.9502,-4.4346,2020,7.613377,1804.0001,21.500484
55.1184,-6.2548,2020,7.5546117,1372.0999,26.905418
55.116,-6.2702,2020,7.8146114,1372.0999,26.905418
55.1137,-6.2857,2020,8.414281,1570.4001,22.96811
56.0008,-3.6895,2020,9.581617,1232.0,22.511171
55.9413,-4.4307,2020,8.003377,1804.0001,21.500484
52.8343,-3.4116,2020,8.452307,1489.4,21.400919
55.1177,-6.2835,2020,8.163661,1452.0,24.368336
55.1196,-6.2624,2020,7.5741115,1372.0999,26.905418
55.1293,-6.2553,2020,8.27416,1452.0,24.368336
52.8386,-3.4078,2020,8.192306,1489.4,21.400919
55.1163,-6.2555,2020,7.463611,1372.0999,26.905418
55.1282,-6.2617,2020,8.22216,1452.0,24.368336
55.1151,-6.2494,2020,7.3401113,1372.0999,26.905418
54.684,-7.491,2020,8.50798,1588.3999,23.52489
52.8311,-3.4026,2020,7.4990335,1999.2,21.948854
52.8011,-3.3305,2020,9.409017,1170.4,21.550653
51.8087,-3.5373,2020,8.668029,2574.5,22.765215
51.8022,-3.5102,2020,9.203593,2133.2002,24.293459
51.8105,-3.5295,2020,8.229251,1798.4001,23.375923
51.8093,-3.5364,2020,8.661529,2574.5,22.765215
51.7956,-3.5271,2020,9.002092,2133.2002,24.293459
51.7949,-3.5311,2020,9.006029,2574.5,22.765215
51.8086,-3.5405,2020,9.01903,2574.5,22.765215
52.8283,-3.4239,2020,8.244306,1489.4,21.400919
53.5602,-0.5922,2020,10.365996,721.8,24.879877
53.5686,-0.5941,2020,10.555863,723.1,25.459658
55.1303,-6.2696,2020,8.521161,1452.0,24.368336
52.8337,-3.4047,2020,7.4925337,1999.2,21.948854
52.8316,-3.4106,2020,8.413306,1489.4,21.400919
52.8352,-3.3919,2020,8.816306,1489.4,21.400919
53.4979,-1.9165,2020,7.3649487,1554.0,25.207485
53.5661,-0.606,2020,10.516739,697.6,24.795116
53.5641,-0.5906,2020,10.346496,721.8,24.879877
53.5072,-1.9135,2020,7.7419486,1554.0,25.207485
52.8537,-0.3377,2020,11.111402,736.10004,25.213478
52.8287,-3.4025,2020,8.497806,1489.4,21.400919
51.5028,-1.7964,2020,10.398663,1014.7,24.713354
51.188,-1.4593,2020,11.169302,954.9,24.341381
52.8337,-3.3954,2020,7.6615343,1999.2,21.948854
52.8312,-3.4108,2020,8.413306,1489.4,21.400919
53.507,-1.9204,2020,7.0984488,1554.0,25.207485
55.8963,-2.6821,2020,8.446927,982.6001,25.214705
55.894,-2.6977,2020,8.596427,982.6001,25.214705
54.9984,-4.1594,2020,8.68882,1828.3,23.393362
54.9892,-4.1628,2020,8.84482,1828.3,23.393362
54.9871,-4.1461,2020,9.03332,1828.3,23.393362
54.98,-4.1662,2020,8.98132,1828.3,23.393362
54.9707,-4.1693,2020,8.398477,1994.0999,23.03105
54.9636,-4.1896,2020,9.014628,1816.0001,23.544325
54.9615,-4.1727,2020,8.735128,1816.0001,23.544325
51.5707,-3.7706,2020,11.477495,1973.1001,27.148827
54.2675,-7.3168,2020,8.73213,1419.4,20.949614
54.265,-7.3016,2020,8.55013,1419.4,20.949614
53.5675,-0.6004,2020,10.515496,721.8,24.879877
54.9954,-4.1519,2020,8.32482,1828.3,23.393362
54.992,-4.134,2020,9.00082,1828.3,23.393362
54.9861,-4.1569,2020,8.8838215,1828.3,23.393362
54.9827,-4.1394,2020,8.81882,1828.3,23.393362
54.9566,-4.1795,2020,8.923628,1816.0001,23.544325
53.5635,-0.5963,2020,10.508996,721.8,24.879877
53.5098,-1.9243,2020,6.9944487,1554.0,25.207485
54.9726,-4.182,2020,8.956128,1816.0001,23.544325
56.0839,-4.0476,2020,7.1731095,1924.8,19.914309
54.9749,-4.1408,2020,8.8578205,1828.3,23.393362
54.9697,-4.1639,2020,8.663628,1816.0001,23.544325
54.9702,-4.1575,2020,8.988628,1816.0001,23.544325
53.5681,-0.6016,2020,10.529863,723.1,25.459658
51.5632,-3.7644,2020,11.490496,1973.1001,27.148827
51.5949,-4.1618,2020,11.159342,1456.6,30.179855
51.5971,-4.1672,2020,11.185342,1456.6,30.179855
54.1631,-6.0056,2020,7.5572796,1338.6,21.054901
54.1503,-6.0082,2020,8.816651,1227.1,22.098705
54.1518,-6.0156,2020,7.875779,1338.6,21.054901
54.1527,-6.0025,2020,9.278152,1227.1,22.098705
54.1512,-6.0108,2020,8.706152,1227.1,22.098705
54.1646,-6.0015,2020,7.5377793,1338.6,21.054901
51.2145,0.6352,2020,11.1563,842.00006,23.411348
51.5971,-4.1635,2020,11.211342,1456.6,30.179855
52.7087,0.2013,2020,11.263474,788.4,24.721601
52.0988,-0.0841,2020,11.419255,767.2,24.417776
52.7063,0.1864,2020,11.263474,788.4,24.721601
52.9637,-0.0748,2020,10.969404,742.0,25.745283
53.4098,0.0143,2020,10.586023,799.69995,26.029472
53.5657,-0.5919,2020,10.515496,721.8,24.879877
54.1463,-6.0069,2020,8.927152,1227.1,22.098705
54.1566,-6.013,2020,8.051279,1338.6,21.054901
54.1524,-6.0332,2020,7.4077797,1338.6,21.054901
54.1591,-6.0207,2020,7.4532785,1338.6,21.054901
53.5672,-0.5903,2020,10.4699955,721.8,24.879877
51.8241,-3.7862,2020,9.169155,2392.0,22.245136
55.8849,-2.1996,2020,8.657501,910.39996,25.696724
55.8815,-2.198,2020,8.930501,910.39996,25.696724
53.568,-0.5952,2020,10.516863,723.1,25.459658
51.5981,-1.4117,2020,10.950905,924.10004,23.120432
52.1,-0.9269,2020,10.690319,854.6,24.822565
57.3886,-5.5804,2020,8.916526,2585.8,22.261812
57.3798,-5.5762,2020,8.780026,2585.8,22.261812
57.3753,-5.6089,2020,8.3225355,2903.7002,18.388733
55.2253,-4.5498,2020,7.210312,2239.0,23.842363
57.3879,-5.5663,2020,6.6347837,3092.0,19.817984
55.2231,-4.5344,2020,7.2428117,2239.0,23.842363
55.2275,-4.5653,2020,8.230812,2239.0,23.842363
51.5678,-3.7679,2020,11.477495,1973.1001,27.148827
53.5717,-0.5995,2020,10.516863,723.1,25.459658
53.5628,-0.6002,2020,10.508996,721.8,24.879877
53.5676,-0.5926,2020,10.508996,721.8,24.879877
50.8253,-1.1831,2020,12.126422,858.30005,30.828793
52.1034,-0.9227,2020,10.6513195,854.6,24.822565
50.8365,-1.1938,2020,11.988334,924.00006,26.21185
53.3134,-2.1731,2020,10.204933,1214.6001,22.89973
51.5674,-3.7672,2020,11.4839945,1973.1001,27.148827
53.5706,-0.5985,2020,10.529863,723.1,25.459658
52.7217,-2.4484,2020,10.555357,836.1,22.429453
52.7197,-2.4319,2020,10.437122,835.1,21.959553
51.5661,-3.7595,2020,11.418996,1973.1001,27.148827
53.5659,-0.6031,2020,10.497238,697.6,24.795116
51.5672,-3.7605,2020,11.4839945,1973.1001,27.148827
51.4495,0.6201,2020,11.961549,696.9,26.330948
54.4473,-7.376,2020,8.57843,1541.9,21.439375
53.5673,-0.5992,2020,10.528497,721.8,24.879877
51.5721,-3.7757,2020,11.412497,1973.1001,27.148827
52.6148,-1.5666,2020,10.632433,815.60004,24.909533
51.7401,-2.3448,2020,11.285682,942.8,23.746681
51.5358,-2.5256,2020,11.152336,1038.0,23.458403
51.5713,-3.7691,2020,11.4839945,1973.1001,27.148827
51.5731,-3.7787,2020,11.418996,1973.1001,27.148827
51.571,-3.7646,2020,11.470995,1973.1001,27.148827
50.7314,-2.1715,2020,11.679356,1048.6,24.080063
50.7286,-2.1871,2020,11.711855,1048.6,24.080063
51.5746,-0.2135,2020,11.520415,811.30005,23.538101
